File Name,Abstract,Introduction,Conclusion,Keywords,Type
The United Nations and Global Environmental Governance_Rajeesh Kumar2020.pdf,"n the last decade and a half there have been sustained efforts on the part of the United Nations
to bring the business sector into formal arrangements for dialogue and cooperation and to codify United
Nations policies vis-à-vis business in order to give the relationship a more structured footing. This article
reviews some of the most prominent of those efforts. In particular, it evaluates the available evidence about
the extent to which they are achieving the aim of mobilising the skills and resources of private business for
the furtherance of the goals of the United Nations; and about some of the main concerns raised by the
UN–business interface, including the possible instrumentalisation of the relationship to gain public
legitimacy or as a vehicle for business to influence United Nations policies and actions. It concludes that
further research is needed to address these questions in a systematic manner.",,,,
The United Nations Framework Convention on Climate Change Secretariat as an orchestrator in global climate policymaking.pdf,"When the United Nations (UN) was founded, environmental issues were not
seen as a significant threat. Now, seventy-five years since the UN first came
into existence, environmental issues, from being of peripheral concern, have become
mainstream and are defining many multilateral deliberations. The growing environ­
mental concerns – particularly since the 1960s – resulted in the emergence of
hundreds of multilateral and bilateral agreements along with international and
national institutions. The contributions of the UN in all these developments were
critical. From Stockholm to Paris, the UN, particularly UNEP and UNFCCC, played
a vital role in making the environmental concerns genuinely global. This Essay
appraises the role and contributions of the UN in the evolution of global environ­
mental governance.
When the United Nations (UN) was founded in 1945 in the backdrop of the
ravages of the Second World War, the core concerns before the delegates of fifty
nations gathered in San Francisco, were peace and security, human rights, and
development. Consequently, the UN Charter had no mention of the word ‘environ­
ment.’ However, today the UN is the foremost forum for setting the global agenda on
environment and promoting sustainable development goals. Since the last five
decades and more, the UN has been delivering leadership, encouraging multiple
partnerships and designing programmes for the protection of the environment. It is
hard to imagine effective responses to environmental problems without a decisive
role of the UN. In the 21 st century with greater interconnection of the geophysical to
the geo-economic and the geopolitical, the environment is now an existential concern
and is increasingly being integrated into almost all the UN programmes as ‘green
mandate.’
This Essay focuses on: the UN as a venue for collective action, including
negotiating global environmental agreements; critical milestone conferences such
as Stockholm (1972), Rio (1992) and Paris (2015); and the role of the United
Nations Environment Programme (UNEP) as well as the United Nations
Framework Convention on Climate Change (UNFCCC) and its Conference of
the Parties (COP). It also looks at how the 75 th anniversary offers a unique
opportunity for the UN to bolster multilateral approaches to environmental
emergencies and restore global confidence in multilateralism.",,"In January 2019, the UN published the first global report on environmental rule of
law. The report focuses on the implementation gap between environmental laws and
regulations and it concurred that since the 1972 UN Conference on Human
Environment (Stockholm Conference), there is a 38-fold increase in environmental
legislation. However, failure to fully implement these laws is one of the most
significant challenges to mitigating climate change. 36 The Stockholm Conference
brought global environment into the public consciousness, leading to the creation of
the UNEP. Following the 1992 Rio Conference, many countries made a concerted
effort to enact environmental laws and establish environment ministries and agen­
cies. Today, more than 175 countries have environmental framework laws, and
roughly 150 countries have enshrined the right to a healthy environment in their
constitutions. Besides, 164 countries have created cabinet-level bodies, responsible
for environmental protection. 37
However, at the global level, since the adoption of the Kyoto Protocol in 1997,
numerous environmental negotiations have concluded without any significant pro­
gress, underlining the fact that successful implementation cannot be achieved in
isolation or without the collective participation of varied stakeholders. The 2015
Paris Agreement was indeed path-breaking with efforts to create an enabling envir­
onment for development and maintaining a delicate balance of bottom-up and top-
down approaches to protect the environment. The UNEP, UNFCCC and CoP meet­
ings, all have had a significant role in unravelling the complex climate system and
aligning lives and livelihood with the principles of sustainability. However, as
Secretary-General Antonio Guterres pointed out in September 2019, the climate
emergency is a race we are still losing. Multilateral cooperation, not only in the
field of climate change but across the range from security to development, is facing
unprecedented crises. Interest-based politics and opportunism are ruling almost all
the multilateral institutions.
The commemoration of the 75th anniversary of the UN is a significant landmark
but also gives an opportunity to ask how the world would deal with the climate
emergency. Carbon dioxide concentration is at its highest (412 parts per million),
a level that last occurred about 3 million years ago. Temperatures have been rising
between 0.2 and 0.4 degrees centigrade per decade, with a current average annual
temperature which is 1.2 degree centigrade higher. The overall carbon in the atmo­
sphere, roughly 47 billion tonnes, remains a burden. The past shows that it is not the
absence of rules and institutions, rather the lack of political will and problems of
coordination and implementation that weakens global climate governance. The
apathy of great powers—particularly the US—towards multilateral climate govern­
ance and the conflict within the UN system among various organs over the roles and
responsibilities have stymied concrete climate action.
Seventy-five years ago, the delegates seized the opportunity for a better world.
As climate change insidiously grips the world in a series of interlinked crises, the
UN, drawing inspiration from its founders, can become a pivot for global climate
governance, based on effective multilateralism and achieving sustainable develop­
ment goals.",,
The United Nations in the 21st Century.pdf,"Scholars have recently devoted increasing attention to the role and function of inter-
national bureaucracies in global policymaking. Some of them contend that international
public officials have gained significant political influence in various policy fields.
Compared to other international bureaucracies, the political leeway of the
Secretariat of the United Nations Framework Convention on Climate Change has
been considered rather limited. Due to the specific problem structure of the policy
domain of climate change, national governments endowed this intergovernmental
treaty secretariat with a relatively narrow mandate. However, this article argues that
in the past few years, the United Nations Framework Convention on Climate Change Secretariat has gradually loosened its straitjacket and expanded its original spectrum of
activity by engaging different sub-national and non-state actors into a policy dialogue using
facilitative orchestration as a mode of governance. The present article explores the recent
evolution of the United Nations Framework Convention on Climate Change Secretariat
and investigates the way in which it initiates, guides, broadens and strengthens sub-national
and non-state climate actions to achieve progress in the international climate negotiations.
The Secretariat of the United Nations Framework Convention on Climate Change has
lately adopted new roles and functions in global climate policymaking. While previously
seen as a rather technocratic body that, first and foremost, serves national govern-
ments, the Climate Secretariat increasingly interacts with sub-national governments,
civil society organizations and private companies to push the global response to climate
change forward. We contend that the Climate Secretariat can contribute to global
climate policymaking by coordinating and steering the initiatives of non-nation-state
actors towards coherence and good practice.",,"Building upon the concept of orchestration, this article investigated the UNFCCC
Secretariat as an illustrative case of a facilitative orchestrator. The analysis has
demonstrated how the Secretariat initiates, guides, broadens and strengthens sub-
national and non-state climate actions. By these means, the UNFCCC Secretariat
seeks to achieve progress in the international climate negotiations and to enhance
the overall effectiveness of the global climate governance landscape (Chan et al.,
2015; Van Asselt and Zelli, 2014). In principle, this approach could be expanded in
order to allow sub-national and non-state actors to make a more substantial
impact in global climate policymaking. The main challenge is thereby to design
the UNFCCC process in such a way that the actions of sub-national and non-state
actors ‘become not substitutes or even complements to a global treaty, but step-
ping stones on the path to a higher climate ambition that an effective treaty will
require’ (Hale, 2013: 2).
These ideas bear important policy implications and point to new avenues for
further research. In every policy domain where collective action dilemmas have to
be overcome and the interests of nation-states diverge, international bureaucracies
can contribute to solving trans boundary problems by coordinating and steering
the initiatives of non-nation-state actors towards coherence and good practice (e.g.
Abbott and Hale, 2014). More specifically, when intergovernmental negotiations
get stuck in gridlock – as is currently the case in several issue-areas of global
politics – international bureaucracies might turn to sub-national and non-state
actors in order to mobilize advocacy, create demonstration effects or otherwise
pressure national governments to initiate progress in multilateral treaty-making
(cf. Abbott, 2014). Whether, in the end, these initiatives are successful in setting up
more effective and legitimate international public institutions, however, remains an
open question that warrants further investigation.
From a practical perspective, we contend that there is a great potential for
increased interaction between sub-national and non-state actors and international
bureaucracies. We therefore recommend the further strengthening of the role and
function of the UNFCCC Secretariat, as well as other international public agen-
cies, and opening up the intergovernmental process for the initiatives of sub-
national governments, civil society organizations and private companies in order
to push the global response to pressing trans boundary challenges forward.","climate change, environmental policymaking, intergovernmental relations, international
bureaucracies, sub-national and non-state actors",
Theorising Global Environmental Governance_ Key Findings and Future Questions.pdf,,"This book looks at the role of the international body in a wo
with rapid transformations. With the advent of constant change
formation in the international political and economic arenas
plethora of others, the book zeroes in on world politics that
more prevalent role to play in the new century. It touches on th
emerging economic superpowers, such as China, Russia, Brazi
reinforcing the already accepted idea that nation-states are n
economic muscle more than military. In light of economic p
ing a major role on the world stage, the authors claim that s
is economically insignificant its stature in world affairs is dimin
reason for such an assessment is that organizations like the IMF, W
WTO and G20 play a much more important role on the worl
stage, and the UN has been allott",,,
Towards Institutional Symbiosis_Business_Maria Ivanova.pdf,"This article analyses the potentially symbiotic role of
business and the United Nations (UN) in global environ-
mental governance. Contending that a stronger and
more coherent UN in the realm of the environment is
in the interest of the business community, we focus
on three main issues: what the UN needs to become
stronger in environmental affairs; what business
could provide on this behalf; and how business could
beneﬁt from a strengthened UN. We consider the current
structural dilemmas of the UN environmental system,
including concerns about institutional multiplicity
and how these may affect business engagement.
After reﬂecting on perceived and actual challenges
and opportunities for business participation, we
conclude with three substantive solutions towards
more efﬁcient collaboration. These solutions centre
on the continuation of an interactive database begun
by the Global Environmental Governance Project, a
joint initiative of the Yale Center for Environmental
Law and Policy and the College of William and
Mary",,"An understanding of the complete picture of the current
global environmental governance architecture will assist
the UN in initiating more productive partnerships
with business. Provided with a comprehensive map of
the system, executives of corporations may be able to
overcome ‘standards fatigue’ or the confusion con-
cerning the tools and standards and how they may be
applied or related. 86 Availability and accessibility of
the right information will be key elements in the crea-
tion of a stronger governance system and a better
environment.",,
Transforming governance and institutions for global sustainability- key insights from the_Earth System Governance Project.pdf,"The current institutional framework for sustainable
development is by far not strong enough to bring about the
swift transformative progress that is needed. This article
contends that incrementalism—the main approach since the
1972 Stockholm Conference—will not suffice to bring about
societal change at the level and speed needed to mitigate and
adapt to earth system transformation. Instead, the article
argues that transformative structural change in global
governance is needed, and that the 2012 United Nations
Conference on Sustainable Development in Rio de Janeiro
must turn into a major stepping stone for a much stronger
institutional framework for sustainable development. The
article details core areas where urgent action is required. The
article is based on an extensive social science assessment
conducted by 32 members of the lead faculty, scientific
steering committee, and other affiliates of the Earth System
Governance Project. This Project is a ten-year research
initiative under the auspices of the International Human
Dimensions Programme on Global Environmental Change
(IHDP), which is sponsored by the International Council for
Science (ICSU), the International Social Science Council
(ISSC), and the United Nations University (UNU).",,"In sum, current social science research has indicated
substantial shortcomings in the functioning of the institu-
tional framework for sustainable development. Yet there
are also major opportunities to improve global, national
and local governance, institutions and practices. Incre-
mentalism—the hallmark of the last decades—will not
suffice to bring about societal change at the level and
speed needed to mitigate and adapt to earth system
transformation brought about by human action. Instead,
swift transformative structural change in global governance is
needed. We need a ‘constitutional moment’ in the history
of world politics, akin to the major transformative shift in
governance after 1945 that led to the establishment of the
United Nations and numerous other international organ-
izations, along with far-reaching new international legal
norms on human rights and economic cooperation. Earth
system transformation calls for similar, if not even more
fundamental, transformations in the way societies govern
their affairs.
The 2012 United Nations Conference on Sustainable
Development must make an important start. Earlier
diplomatic summits—notably 1972 in Stockholm and
1992 in Rio de Janeiro—are today seen as major mile-
stones in the development of global sustainability gov-
ernance. The conferences in 1982 and 2002 have clearly
been less influential. The 2012 Rio Conference offers
both an opportunity and a crucial test of whether the
global community can bring about substantial and
urgently needed change in the current institutional
framework for sustainable development.",,
Transnational Governance_Emerging Models of Global Legal Regulation.pdf,"This volume examines the challenges to traditional notions of regulation,
governance and authority posed by the globalisation of economic and social life.
Increasingly, vast financial, technological and corporate processes are eroding
the capacities of national governments to meaningfully regulate society. At the
same time – as the ongoing global financial crisis that erupted in 2007–08 and the
breakdown of the 2009 Copenhagen climate change summit demonstrate – efforts
at international coordination are proving highly problematic.
These developments and crises are themselves, to a significant extent, bound
up with deep-seated changes in economic life. These are, in turn, reflected in shifts
in ideologies and practices of national and international governance in the 1970s
and 1980s. The three planks of the post-Second World War Keynesian Bretton
Woods system – capital controls, demand management and full employment –
have given way to what has been called the ‘Washington Consensus’ system of
free trade, deregulation and ‘shareholder value’. These developments accentuate
the changing ways in which authority and sovereignty can be exercised in such a
globalised political context (Stiglitz 2008). As globalisation continues to extend
and change, it has become increasingly important to understanding the institutional
and transnational means by which nation states and others have attempted to
govern international phenomena such as financialisation, tax evasion, corruption,
terrorism, civil and military conflicts, environmental dangers, social polarisation,
and the challenges in human rights implementation.",,"No changes in the machinery of international law and global governance come
quickly. Wherever states consider the international system as a forum for the
pursuit of domestic foreign policy objectives, little progress is made on initiatives
for creating global public goods. This is borne out clearly in the governance
paralysis in the area of humanitarian intervention as discussed in this chapter. One
can only imagine that, when the locus of power shifts further in the direction of
the populous developing nations of China and India, powers in decline such as
the United States and United Kingdom will regret not using their former power
to establish more democratic and accountable processes for global governance.
In the area of humanitarian intervention, let us hope that it does not take another
Hitler or Stalin to prompt true law reform.",,
Why states act through formal international organizations.pdf,"States use formal international organizations (1Os) to manage both their everyday interactions and more
dramatic episodes, including international conflicts. Yet, contemporary international theory does not explain
the existence or form of 1Os. This article addresses the question of why states use formal organizations by
investigating the functions 1Os perform and the properties that enable them to perform those functions.
Starting with a rational-institutionalist perspective that sees 1Os as enabling states to achieve their ends, the
authors examine power and distributive questions and the role of 1Os in creating norms and understanding.
Centralization and independence are identified as the key properties of formal organizations, and their
importance is illustrated with a wide array of examples. 1Os as community representatives further allow
states to create and implement community values and enforce international commitments.",,"For several decades, states have taken 1Os more seriously than have scholars.
Whereas formal 1Os have been seriously neglected in the theoretical study of interna-
tional regimes, they have played a major role in many, if not most, instances of
interstate collaboration. By taking advantage of the centralization and independence
of 1Os, states are able to achieve goals that they cannot accomplish on a decentralized
basis. In some circumstances, the role of IOs extends even further to include the
development of common norms and practices that help define, or refine, states
themselves. At the same time, because issues of power and distribution are pervasive,
states are wary of allowing IOs too much autonomy. Thus, we do not claim that lOs
are supplanting the states system. We do claim that IOs provide an important supple-
ment to decentralized cooperation that affects the nature and performance of the
international system. Scholars must take 1Os more seriously if they are to understand
interstate relations.
Although we have presented the case for the importance of formal institutions in
international cooperation, the shortcomings of many actual organizations go without
saying. In addition, in emphasizing the possibilities for formal organizations, we
should not ignore the difficulty and even impossibility of some of the tasks that are
presented to them. Despite these severe limitations, the fact that 1Os have not been
abandoned by states is testimony to both their actual value and their perhaps greater
potential. A better theoretical and empirical understanding of formal organizations
should help improve their performance.",,
International Organizations and Implementation. Enforcers_Managers_ Authorities.pdf,,"This edited volume has explored the role that international organizations (IOs)
play in implementation. The observation that states are increasingly delegating
speciﬁc tasks to IOs – namely the translation of international agreements into
laws, regulations, or institutions at the domestic level – led us to pose two main
questions. First, what resources do IOs have at their disposal to ensure that states
follow through on their international commitments, and how effective are these?
Second, how do domestic institutions, actors, and political processes impede or
facilitate the efforts of IOs? For the purposes of this volume, we deﬁned imple-
mentation as a phase of the policy cycle that involves various actors and, unlike
compliance and effectiveness, involves the active mobilization of resources. The
case studies in this volume have generated interesting ﬁndings. They suggest
that IOs not only use their instruments in more varied ways than the literature
suggests, but also that authority plays a much more important role than previ-
ously assumed and that IOs lacking enforcement powers are not necessarily any
less effective than those that do possess them. Moreover, while domestic institu-
tions and opposition from dominant societal or state actors can hamper the
implementation of international agreements, IOs are not entirely powerless in
the face of such obstacles.",,,
International Organizations and the Global Environment_Hannes_Stephan & Zelli - 2007.pdf,,"The organisational network of global environmental governance (GEG) mirrors the complexity of
the planet's manifold and overlapping ecosystems. Bursting onto the international stage in the
1970s, environmental issues began to be addressed by a series of new international organisations,
most of them affiliated with the United Nations. Some of them, such as the United Nations
Environment Programme (UNEP), were given a broad mandate, whereas others like the World
Meteorological Organisation (WMO) concentrated on a much more precise issue-area and have
gained significant authority for their respective sub-fields. After the end of the Cold War, the rise
of international environmental organisations has continued unabated. Yet the new institutions
came to life in an already institutionalised context: some of the urgent tasks of management and
coordination had already been allocated, and the newcomers often contributed to a growing trend
towards organisational fragmentation.
For this chapter, we have adopted a broad and inclusive definition of international
organisation that is nonetheless distinguished from two other types of international institutions,
namely what Keohane (1989: 4) describes as institutions with explicit rules (international
regimes) and institutions with implicit rules (""conventions""). In contrast, the survey by describing a number of well-known global environmental conferences which provided
the seedbed for the steady expansion of international environmental activities.organisations we
study are bureaucratic actors and ""purposive entities"" which are ""capable of monitoring activity
and of reacting to it"" and have been ""deliberately set up and designed by states"" (ibid: 3). They
include not only fully-fledged 'organisations', but also UN commissions and programmes. Among
the plethora of organisations with environment-related activities, we have restricted our analysis
to those operating at the global level and have further selected those with either a clear
environmental profile or a significant impact on global environmental governance.
In addition to our leitmotif of organisational fragmentation – which evokes the image of a
mosaic of institutional elements – we have also taken account of current debates over
mainstreaming and sectoralisation. Thus, many of the organisations reviewed in this chapter
contain indications of the progress made towards a greater cross-sectoral integration of
environmental concerns. For instance, the World Bank or the United Nations Development
Programme (UNDP) now routinely address environmental factors in their decision-making, albeit
with variable sincerity. Such insights feed into our concluding analysis of future trends and
perspectives for reforming the system of global environmental organisations. We begin our","The international bodies and agencies which have been portrayed in this chapter differ with
regard to several dimensions, including the breadth of their mandate (environmental protection,
sustainable development, or non-environmental issues) as well as their agenda and predominant
policy approach (funding, technical assistance, rule setting or rule enforcement, etc.). Another
distinctive criterion is the position of these organisations with respect to the United Nations; it is
intriguing that – with the exception of the WTO – all of them are somehow linked to the UN
system, albeit in different roles. Hence the observed variety of organisations in global
environmental governance is mostly rooted in the complexity of the UN environmental
machinery which, in turn, ""reflects the complexity and diversity of environmental issues
themselves"" (WRI 2003: 141). This observation notwithstanding, one should not judge this
decentralised arrangement as an inevitable necessity, let alone welcome it as an overtly
harmonious ""symphony"" of organisations (ibid.: 139). For sure, the variety of platforms has
produced numerous benefits, among them: raising awareness and generating information on a
range of environmental problems and policies, mobilising expertise from scientists and NGOs,
providing international negotiating fora, making significant contributions to international
environmental law, and building capacities to implement environmental policies in the
developing world (ibid.: 141ff.).
Yet, on the other hand, the institutional fragmentation implies overlapping mandates and,
more importantly, it entails considerable shortcomings in coordination: more often than not, the
various institutions have restricted cooperation to a well-defined number of issues, and inter-
agency 'turf battles' over competencies and resources are a constant occurrence. Most
prominently, ""other UN bodies have refused to accept UNEP's mandate to coordinate all
environmental activities in the UN system due to ‘institutional seniority.' A number of UNagencies […] possessed environmental responsibilities before UNEP was created and thus feel
less of a need to defer to UNEP"" (Ivanova 2005: 25). Apart from the high transaction costs
arising from such institutional incoherence, this patchwork is not capable of playing the role of a
strong advocate for global environmental concerns vis-à-vis governments or non-environmental
organisations. As a result, the various bodies of the UN environmental machinery have to
compete for scarce contributions from national governments, while failing to convince other
organisations to open their portfolios more extensively for environmental concerns.
Thus, the two ongoing debates on global environmental governance we mentioned at the
outset of this chapter – fragmentation vs. centralisation and sectoralisation vs. mainstreaming –
are clearly interrelated. Merging both discussions has inspired calls for a centralised and cross-
cutting World Sustainable Development Organization, or, with less mainstreaming zeal, for a UN
Environment Organisation – a centralised, but issue-specific authority (Biermann and Bauer
2006). This chapter has implicitly made a similar case, by sketching the strong impact of the
world trade regime on a largely toothless mosaic of environmental institutions and regulations.
However, the section on the WTO has also revealed that creating a centralised counterweight is
no reliable panacea. The WTO itself has repeatedly been dogged by conflict among its member
states, quite similar to the stalemates which keep undermining the coordination among
multilateral environmental organisations. The real difference is the WTO's strong dispute
settlement mechanism which can temporarily circumvent such standstill and exerts an
unprecedented influence on domestic and international policies. Thus, in order to play an
effective role in ""Earth system governance"" (Biermann 2007), a future world environment
organisation would need to be endowed with comparable dispute settlement and enforcement
capacities.
Meanwhile, on a less ambitious but more realistic scale, international environmental
organisations should try to maximise the synergistic potentials of their overlapping tasks. They
could do so through enhanced mainstreaming and division of labour at the project level, and
through bolder cooperation agreements at the organisational level. In addition, striving for cross-
issue package deals among country coalitions might break negotiation impasses within and
between organisations: governments could more actively link environmental issues with non-
environmental concerns – especially with issues of ""high politics"" such as security or trade.
Undoubtedly, such integrative or mainstreaming attempts will have to walk a thin tightrope:
improving inter-organisational coordination while making sure that the environmental component
is not diluted or absorbed by other concerns.",,
International organizations as orchestrators.pdf,"This paper develops a conceptual framework for analyzing IO Orchestration, a governance
approach which is widely used by international organizations (IO) to attain their goals but
hardly analyzed. The paper conceptualizes Orchestration as an indirect and soft mode of
governance to be distinguished from traditional governance by regulation which addresses
the targets of governance directly through hard governance instruments. It also
distinguishes Orchestration from both collaborative governance by self-regulation (which is
soft, but direct) and governance through delegation (which is indirect, but hard).
Accordingly, IOs act as Orchestrators when they enlist intermediary actors on a voluntary
basis by providing them with ideational and material support in order to achieve governance
goals with respect to target actors. Based on this conceptualization, the paper develops a
framework for analyzing the conditions under which IOs rely on Orchestration.",,"This preliminary paper develops and investigates the concept of orchestration as a soft and
indirect form of governance. While it can be used by many different actors, orchestration is
especially valuable for actors who lack traditional “regulatory” powers, with IOs providing a
leading example. Indeed, our identification of the concept was inspired by our earlier
separate work on IOs, and our elaboration of the concept is an effort to distill what we
believe we have observed in those settings. Although we have presented hypotheses
regarding why IOs will use orchestration for what sorts of issues and under what sorts of
circumstances, our evidence at this point only takes the form of plausible illustrations. Nevertheless, we suspect that when the characteristics described in the hypotheses of table
3 come together, IO orchestration is a highly likely result. In any case, we welcome
suggestion of other cases where IOs do or do not use orchestration, as well as reactions as to
whether the concept of orchestration seems useful for thinking about IO governance and to
whether we have identified the conditions that are most relevant for IO orchestration.
If orchestration matters, it is potentially a valuable addition to both research and policy. On
the research side, it helps expand our understanding of how “weak” institutions like IOs can
have an impact on international governance and of the interrelations among actors in multi-
stakeholder arrangements. On the policy side, orchestration opens up new strategies for
improving the performance of IOs, and potentially of other orchestrators.
The fact that orchestration is a relatively new and still developing form of governance at the
international level has two immediate implications. One is that the available evidence is
biased against our hypotheses (even if these conjectures are correct) in the sense that IOs
may not yet be using orchestration in areas (and for reasons) where it would be valuable to
them. Nevertheless, the hypotheses should point towards the relative frequency of
orchestration across different circumstance even if it is not used as intensively in some areas
as it should be. Moreover, the empirical case studies in this project should not only illustrate
the use (or not) of orchestration in different areas but also provide evidence on the
development and effectiveness (if any) of orchestration over time.
A related implication is that our discussion of orchestration is normative as well as positive.
It is normative in that we are as much making a case for why IOs should use orchestration
under certain circumstances as demonstrating that some of them actually do so at this point
in time. In particular, if the positive side of this project shows that a number of IOs are using
orchestration effectively then that supports our normative presumption that other IOs in
comparable circumstances should do so as well. However, our tentative enthusiasm for
orchestration implicitly assumes that IOs will orchestrate to good ends. We recognize, of
course, that IOs are subject to various organizational pathologies that may prevent them
from orchestrating or cause them to orchestrate less than desirable policies. Regardless,
major differences exist among relevant stakeholders (IOs, states, civil society) about what
goals to pursue if they do orchestrate. While such choices are necessarily political and
controversial, we nevertheless see orchestration as holding the potential to be harnessed to
good ends however those are defined.
Other limitations of orchestration should be noted too. First, orchestration is an especially
important strategy for IOs that lack the material and enforcement capacities necessary for
stronger forms of regulation. Thus even if orchestration is potentially quite effective, it may
still represent a second-best solution as compared to the traditional (but in many
circumstances unavailable) ideal. Second, insofar as orchestration enhances the capability of
IOs, it raises corresponding questions about their accountability, like those raised in the
“democratic deficit” debate. However, any evaluation of this deficit should be conducted in terms not only of a democratic ideal, but also in comparison with the realistic alternatives,
including traditional IO operations, the failure of international cooperation, or of the
imposition of rules by powerful states. Third, orchestration does not change the
fundamental fact that states have much greater material capacity than IOs, as well as
ultimate authority over IOs. Orchestration provides a way for IOs to pursue collective goals –
of states, of non-state actors and of IOs – at lower sovereignty costs to states; it also allows
IOs to engage non-state in ways that may shift the goals of states or change their domestic
political constraints over time. The ultimate glue that holds orchestrated arrangements
together is the common interest created by globalization and the needs shared by states, IOs
and other actors to cooperate in managing their changing environment. That said,
orchestration is thus far only a modest change in the allocation of authority in the
international system.",,
International organizations_perspectives on global governance.pdf,"Drawing on mainstream and critical theoretical approaches, International
Organizations offers a comprehensive examination of the role of international
organizations in world politics. This text details the types and activities of
international organizations and provides students with the conceptual tools
needed to evaluate their effectiveness. Surveying key issue areas including
security, trade, development, the environment and human rights, International
Organizations looks at global governance from a broad range of perspectives.
Focused on the seismic shifts caused by the rise of national populism and
the effects on the more liberal institutions of global governance.
Fully revised throughout with a feature on the EU in the face of Brexit,
the Greek financial crisis, and global migration.
Adds a new section on the Arab League, expanded coverage of NGOs,
and updates on the Paris Climate Accords.
Overhauls the chapter on International Security including expanded
coverage of the UN’s present and historical role.
Includes a new chapter on Regional Security covering NATO and
ECOWAS.
Provides new case studies on Syria, Ukraine, SDGs, and the global
migration crisis, among several others.",,,"politics
world politics
states
intergovernmental
organizations (IGOs)
international legal
personality
constitutive treaty
Reparation for Injuries
Suffered in the Service
of the United Nations
nongovernmental
organization (NGO)
multinational corporation
(MNC)
global governance
international law
international relations
theory
worldviews
realism
anarchy
liberalism
complex interdependence
Marxism
capitalism
feminism
gender
constructivism
socially constructed",
International Organizations- The Politics and Processes of Global Governance.pdf,"Growing evidence of climate change, along with the
continuing threat of global terrorism, pandemics, the resurgence of eth-
nonationalism, and memories of the meltdown of financial markets in 2008,
has brought home to people around the world the complex problems we
face today. These also include the dangers of nuclear weapons proliferation,
large-scale humanitarian crises and intractable conflicts in Africa and the
Middle East, the persistence of deep poverty, the continuing growth of
international migration both legal and illegal, and failed states.
None of these problems can be solved by sovereign states acting alone.
All require cooperation of some sort among states and the growing number
of nonstate actors; many require the active participation of ordinary citi-
zens; some demand the establishment of new international mechanisms for
monitoring or the negotiation of new international rules; and most require
the refinement of means for securing states’ and other actors’ compliance.
Many contemporary problems are also requiring new types of partner-
ships—some between existing organizations such as the United Nations
(UN) and the North Atlantic Treaty Organization (NATO) in Libya or the
African Union (AU) in Somalia; others involve public-private partnerships
such as between the UN and the Bill and Melinda Gates Foundation to
address various international health issues. In short, there is a wide variety
of cross-border issues and problems that require governance. Sometimes
the need is truly global in scope, as with pandemics or climate change. In
other cases, the governance problem is specific to a region of the world or
group of countries, as with the need to manage an international river or
regional sea. Sometimes, a problem cannot be neatly classified, as with the
Arctic, where the nexus of issues posed by climate change affects not just
states and peoples but significant parts of the world. As Bruce Jentleson
(2012: 145) has noted, “The need for global governance is not an if ques-
tion. It is a how question.” But what do we mean by “global governance,”
and why is the need for it increasing?",,,,
International Organizations under Pressure_Legitimating Global Governance in Challenging Times.pdf,"In this book, we document how the list of normative expectations that
international organizations confront has become longer and more heteroge-
neous over time. Today, international organizations are not only expected to
serve their member states, but also advance the interests of the individuals and
communities in these states. In addition, international organizations are not
only evaluated based on what they accomplish, but also based on the ways in
which they organize their work and manage themselves. Taken together, the
combined rise of ‘people-based’ and of ‘procedural’ legitimacy standards, we
argue, makes the legitimation of international organizations more challenging,
notably because traditional norms remain in place while new norms are added
to the menu.",,,,
